[2024-11-02 08:34:41] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-02 08:34:41] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-02 08:34:41] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-02 08:34:42] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-02 08:34:42] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-02 08:34:42] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-02 08:34:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730536481\
[2024-11-02 08:34:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/mileniyamjiwane/
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/image-carousel.9399f19d95d7300cbc2e.bundle.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/import-export-admin.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/import-export-admin.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/lightbox.01a419d1fcdd47a75a77.bundle.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/lightbox.2c9ae19597fcd2a76c3a.bundle.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/media-hints.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/media-hints.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/nested-accordion.82e5c4e9017e457a5f2e.bundle.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/nested-accordion.c3b109b714293a16bd95.bundle.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/nested-accordion.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/nested-accordion.min.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/nested-elements.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/nested-elements.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/nested-tabs.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/nested-tabs.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/nested-tabs.min.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.0b608656da2be746fb80.bundle.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/new-template.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/notes.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/notes.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor/editor.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-app-bar/editor-app-bar.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-documents/editor-documents.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-editing-panel/editor-editing-panel.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-panels/editor-panels.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-responsive/editor-responsive.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-site-navigation/editor-site-navigation.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-style/editor-style.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/editor-v1-adapters/editor-v1-adapters.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/env/env.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/env/env.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/env/env.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/env/env.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/env/env.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/icons/icons.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/icons/icons.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/locations/locations.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/locations/locations.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/menus/menus.asset.php
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/menus/menus.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/menus/menus.js.LICENSE.txt
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/menus/menus.min.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/menus/menus.strings.js
[2024-11-02 08:34:42] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/query/query.asset.php
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/query/query.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/query/query.min.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/query/query.strings.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/schema/schema.asset.php
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/schema/schema.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/store/store.asset.php
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/store/store.strings.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/ui/ui.asset.php
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/ui/ui.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/ui/ui.js.LICENSE.txt
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js.LICENSE.txt
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/ui/ui.strings.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/utils/utils.asset.php
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/utils/utils.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/utils/utils.js.LICENSE.txt
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.asset.php
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/progress.6d15c16f0f5c4792940f.bundle.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/styleguide.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-11-02 08:34:43] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js
